Årsta scoutkår;Orrfjärdsgränd (Årsta IP), Årsta;172.2;59.3;18.059
Huddinge scoutkår;Vikingavägen 21, Huddinge;172.5;59.24;17.999
Equmenia Lidingö;Odenvägen 3, Lidingö;172.7;59.365;18.132
Vikbolandet Saltscoutkår;EFS Missionshus, Bossgårdsvägen 38, Vikbolandet;172.8;58.572;16.548
SMU i Skärkind;Herseberga, Norsholm;172.8;58.48;16.004
Mäster Olof-Rå. på Södermalm;Blecktornsparken, Stockholm;173.2;59.307;18.086
Gistads scoutkår;Scouttorpet Granbacken c/o Nyström, Olofstorp 1, Linghem;173.3;58.464;15.894
BS Lansen;Betania, Ledberg, Linköping;173.4;58.437;15.452
Söderhamns scoutkår;Oxtorgsgatan 8E, Söderhamn;173.4;61.3;17.045
Södra KFUK-KFUM;Färgargårdstorg 94, Stockholm;173.5;59.308;18.093
Enskede scoutkår;Enskedevägen 115, Enskede;173.8;59.28;18.07
Östhammars sjöscoutkår;Näsudden, Östhammar;173.9;60.301;18.396
Vadstena Frikyrkoförs. Ungdom;Fyllagatan 4, Vätternkyrkan, VADSTENA;173.9;58.447;14.892
SMU i Mölltorp;Lerbro 3, Mölltorp;174.0;58.497;14.447
Vadstena scoutkår;Scoutgården, Vadstena;174.0;58.446;14.897
SMU i Askeby;Stämna, Askeby, Linghem;174.0;58.454;15.858
Hammarby Sjöscoutkår;GlasHusEtt Lugnets Allé 39, Stockholm;174.3;59.303;18.103
Norra Lidingö Sjöscoutkår;Sommarvillan, Bosön, Lidingö;174.6;59.382;18.183
Forsbrokyrkans Ungdom;Forsbrokyrkan, Forsbrovägen 4, Arbrå;174.9;61.475;16.381
Skäggetorp scoutkår;Stiglötsgatan 68, Linköping;175.0;58.426;15.572
Lidingö-Bodals sjöscoutkår;Gavelvägen 1, Lidingö;175.2;59.346;18.162
Kärrtorps scoutkår;Fyrskeppsvägen 55, Johanneshov;175.3;59.287;18.106
Linghems scoutkår;Tulpanvägen 2, Linghem;175.6;58.434;15.79
Kuddby scoutkår;Björksätter, Kuddby, Vikbolandet;175.6;58.528;16.47
Kärna scoutkår Linköping;Kärna Scoutgård / Kärna mosse, Linköping;175.9;58.416;15.529
Tidan scoutkår;Tallgården, Tidan;176.0;58.568;13.991
Nacka sjöscoutkår;Blomstervägen 54, Nacka;176.2;59.309;18.146
equmenia Linghemskyrkan;Linghemskyrkan, Himnavägen 151, Linghem;176.3;58.427;15.784
Salt Scout Ansgarskyrkan;Hjälmgatan 17, Linköping;176.5;58.414;15.6
Trosa scoutkår;Edanögård, Trosa;176.6;58.887;17.559
Bagarmossen Scoutkår;Bagarmossens skola (ingång på skolgården), Bagarmossen;176.9;59.279;18.13
Centrumkyrkans scoutkår;Farstaplan 15, Farsta;176.9;59.243;18.092
Österåkers scoutkår;Backsippevägen 7, Åkersberga;176.9;59.49;18.313
Baptistkyrkans Ungdom i Linköping;;177.1;58.409;15.623
Sköndals land- och sjöscoutkår;Bagarfruv. 55, Sköndal;177.2;59.257;18.114
Equmenia Linköping;Drottninggatan 22, Linköping;177.3;58.408;15.626
Valla scoutkår;Kryddbodtorget 6b, Gamla Linköping, Linköping;177.3;58.406;15.589
Borensbergs scoutkår;;177.4;58.408;15.646
Folkunga distriktskår;;177.4;58.408;15.646
Linköpings scoutkår;Linnégatan 2A, Linköping;177.4;58.407;15.628
S:t Lars scoutkår;S:t Larsgården, Linnégatan 2A, Linköping;177.4;58.407;15.629
Lidingö-Breviks sjöscoutkår;Saltsjövägen 50, Lidingö;177.7;59.342;18.208
SMU i Skänninge;Järntorgsgatan 6, Skänninge;178.3;58.396;15.086
S:t Drottens scoutkår;Alboga, Söderköping;179.2;58.465;16.316
SMU i Linköping - Lambohov;Tröskaregatan 41, Linköping;179.3;58.387;15.566
Berga scoutkår;Pionjärgatan 37, Linköping;179.5;58.388;15.635
Vikingstad scoutkår;Västergården, Mimergatan 24, Vikingstad;179.7;58.38;15.438
Johannelunds scoutkår;Vivelvägen 8, Linköping;179.8;58.387;15.663
SMU i Nacka;Värmdövägen 622, Saltsjö-Boo;180.3;59.315;18.232
NSF Scoutkår Linköping;BK Kenty lokaler mellan Ekholmsskolan och Fredriksbergsskolan, Linköping;180.6;58.38;15.67
Nacka-Boo Scoutkår;Sjöstugan, Tollare Folkhögskola, Saltsjö-Boo;180.6;59.303;18.228
Saltsjö-Boo scoutkår;Nämdöstigen 21, Saltsjö-Boo;180.7;59.329;18.254
Waxholms scoutkår;Björkstigen 7, Vaxholm;181.0;59.406;18.327
Älta scoutkår;Alpvägen 90, Älta;181.1;59.252;18.185
Svanskog SMU Scout;John Bryntessonsväg 3, Svanskog;181.1;59.18;12.55
Hanekinds scoutkår;Kyrkliden, Gamla Kalmarvägen 2, Linköping;181.3;58.369;15.557
Landeryds scoutkår;Tallholmsvägen 62, Linköping;181.6;58.373;15.706
SMU i Järnskog;Beted, Koppom;181.7;59.68;12.148
Åmåls scoutkår;Örnäskogen, Åmål;181.8;59.043;12.716
Lohärads scoutkår;Lohärads kyrka, Lohärad;182.0;59.807;18.559
Tungelsta scoutkår;Skolvägen 8, Tungelsta;182.5;59.109;18.046
Hallstaviks scoutkår;Centrala Hallstavik, Hallstavik;182.5;60.052;18.599
Husarö Scoutgård;Husarö, Vaxholm;182.5;59.402;18.352
Fisksätra scoutkår;Harrgatan 16, Saltsjöbaden;182.5;59.292;18.254
equmenia (SMU) Mantorp;Riksvägen 18, Mantorp;182.7;58.352;15.288
Trollbäckens scoutkår;Fornuddsvägen 63, Tyresö;183.2;59.219;18.192
Ösmo scoutkår;Sjöudden 1, Ösmo;183.2;58.994;17.899
Handens scoutkår;Rudanvägen 35, Handen / Jordbro;183.4;59.16;18.129
Väring scoutkår;Scoutstugan, Truvet, Väring;183.8;58.495;13.973
Saltsjöbadens sjöscoutkår;Box 146, Saltsjöbaden;183.9;59.285;18.274
Hammarbyhöjden KFUK-KFUM;Gläntan, Häroldsvägen 14, Saltsjöbaden;184.1;59.3;18.293
Vifolka scoutkår;Spångsholm, Vetavallsvägen 15, Mantorp;184.7;58.335;15.227
Västerhaninge sjöscoutkår;Nynäsvägen 3 Ribbyskolan, Västerhaninge;184.8;59.12;18.109
Forshems scoutkår;Forsvägen, Forshem;185.2;58.62;13.492
Vendelsö scoutkår;Tyrestavägen 44, Vendelsö;185.2;59.175;18.184
Vist scoutkår;Sturefors Björksholmen, Sturefors;185.5;58.339;15.723
Krusboda scoutkår;Prästgårdvägen 27, Tyresö;185.6;59.23;18.253
Timmersdala scoutkår;Motionsspåret i Timmersdala, Timmersdala;185.7;58.533;13.751
Andreasförsamlingens Ungdom;Bockarpsvägen 20, Mjölby;186.0;58.325;15.139
Mjölby scoutkår;Grönegatan 32, Mjölby;187.1;58.315;15.136
SMU i Tibro;Villagatan 31, Tibro;187.4;58.42;14.16
SMU i Gustavsberg;Skärgårdsvägen 14, Värmdö;188.2;59.323;18.394
Bölan Scoutkår;Scoutlokalen Lindefallet, Enånger;188.6;61.488;16.944
Björsäters scoutkår;Björsäters Församlingshem, Åtvidaberg;188.7;58.336;16.02
Equmenia Skeda Scout;Skeda Missionskyrka, Ingebo Salem, Linköping;189.4;58.296;15.55
Vässarö scoutkår;Vässarö, Gräsö;189.5;60.255;18.697
Norrtälje sjöscoutkår;Mosebackegatan 7, Norrtälje;190.6;59.761;18.701
Scoutkåren Frälsningsarmén Norrtälje;Tillfällegatan 2, Norrtälje;190.9;59.756;18.705
Grebo scoutkår;Klockarängen, Grebo, Linköping;191.4;58.296;15.866
Equmenia Kållandsö;Kållandsö Missionskyrka, Lidköping;191.6;58.663;13.192
SMU i Årjäng;Sveavägen 43, Årjäng;191.6;59.392;12.139
Värmdö sjöscoutkår;Skärgårdsvägen 192, Värmdö;191.9;59.313;18.456
Ingarö Sjöscoutkår;Mörtviksvägen 4-7, Brunn;191.9;59.28;18.426
Nynäshamns scoutkår;Hamnviksvägen 9, Nynäshamn;192.0;58.896;17.94
Norrtälje-Malsta scoutkår;Grindvägen 9, Norrtälje;192.0;59.768;18.728
Nykil-Hulta Scoutkår;Smacka Betlehem, Nykil;192.6;58.267;15.552
Ägnö Sjöscoutkår;Ägnö, Tyresö;192.8;59.24;18.405
Ryds scoutkår Skövde;Barkvägen, Skövde;193.0;58.428;13.875
SMU i Götene;Borgargatan 2, Götene;194.0;58.527;13.49
Götene scoutkår;Bölaholm, Götene;196.4;58.512;13.457
Vårdnäs scoutkår;Vårdnäs;196.7;58.236;15.695
SMU i Värsås;Djursätravägen 17, Värsås;197.3;58.347;14.05
Ärrsjöblomman KFUK-KFUM scoutk;Fröskogs stom 210, Fengersfors, Åmål;197.4;58.981;12.466
SMU i Hjo;Torggatan 3, Hjo;197.7;58.3;14.286
SMU i Holmedal;Holmedal, Årjäng;197.9;59.489;11.953
Equmenia scouter Skövde;Kungsgatan 17, Skövde;197.9;58.387;13.843
Scoutkåren Frälsningsarmén Skövde;Skolgatan 19, Skövde;198.1;58.386;13.841
Dalarö sjöscoutkår;Linnevägen 10, Dalarö;198.4;59.144;18.414
SMU i Ödeshög;Högmobergsgatan 7, Ödeshög;199.9;58.231;14.659
